ID_Question,Dimension,Pattern(s),Rôle,Question,Type_Réponse,Options,Trigger_Condition,Skip_Condition,Root_Cause_Link,Impact_Score,Référence_Scientifique
Q_ADH_16,Psycho-Adhérence,P5,SECONDARY,"Si quelqu'un s'oppose à moi, je peux trouver les moyens d'obtenir ce que je veux.",Échelle 1-4,1 = Pas du tout vrai | 2 = À peine vrai | 3 = Modérément vrai | 4 = Tout à fait vrai,ALWAYS,NEVER,SELF_EFFICACY,0.72,GSE Item 2 (Schwarzer & Jerusalem 1995)
Q_ADH_17,Psycho-Adhérence,P5,PRIMARY,Il est facile pour moi de maintenir mes intentions et d'atteindre mes buts.,Échelle 1-4,1 = Pas du tout vrai | 2 = À peine vrai | 3 = Modérément vrai | 4 = Tout à fait vrai,ALWAYS,NEVER,SELF_EFFICACY,0.88,GSE Item 3 (Schwarzer & Jerusalem 1995) - KEY for adherence
Q_ADH_18,Psycho-Adhérence,P5,SECONDARY,Je suis confiant(e) que je pourrais faire face efficacement à des événements inattendus.,Échelle 1-4,1 = Pas du tout vrai | 2 = À peine vrai | 3 = Modérément vrai | 4 = Tout à fait vrai,ALWAYS,NEVER,SELF_EFFICACY,0.78,GSE Item 4 (Schwarzer & Jerusalem 1995)
Q_ADH_19,Psycho-Adhérence,P5,SECONDARY,"Grâce à mes ressources, je sais comment gérer des situations imprévues.",Échelle 1-4,1 = Pas du tout vrai | 2 = À peine vrai | 3 = Modérément vrai | 4 = Tout à fait vrai,ALWAYS,NEVER,SELF_EFFICACY,0.75,GSE Item 5 (Schwarzer & Jerusalem 1995)
Q_ADH_20,Psycho-Adhérence,P5,PRIMARY,Je peux résoudre la plupart de mes problèmes si j'investis les efforts nécessaires.,Échelle 1-4,1 = Pas du tout vrai | 2 = À peine vrai | 3 = Modérément vrai | 4 = Tout à fait vrai,ALWAYS,NEVER,SELF_EFFICACY,0.82,GSE Item 6 (Schwarzer & Jerusalem 1995)
Q_ADH_21,Psycho-Adhérence,P5,SECONDARY,Je reste calme face aux difficultés car je peux compter sur mes capacités.,Échelle 1-4,1 = Pas du tout vrai | 2 = À peine vrai | 3 = Modérément vrai | 4 = Tout à fait vrai,ALWAYS,NEVER,SELF_EFFICACY,0.78,GSE Item 7 (Schwarzer & Jerusalem 1995)
Q_ADH_22,Psycho-Adhérence,P5,SECONDARY,"Face à un problème, je peux généralement trouver plusieurs solutions.",Échelle 1-4,1 = Pas du tout vrai | 2 = À peine vrai | 3 = Modérément vrai | 4 = Tout à fait vrai,ALWAYS,NEVER,SELF_EFFICACY,0.75,GSE Item 8 (Schwarzer & Jerusalem 1995)
Q_ADH_23,Psycho-Adhérence,P5,SECONDARY,"Si je suis coincé(e), je peux généralement penser à une solution.",Échelle 1-4,1 = Pas du tout vrai | 2 = À peine vrai | 3 = Modérément vrai | 4 = Tout à fait vrai,ALWAYS,NEVER,SELF_EFFICACY,0.72,GSE Item 9 (Schwarzer & Jerusalem 1995)
Q_ADH_24,Psycho-Adhérence,P5,PRIMARY,"Quoi qu'il arrive, je peux généralement y faire face.",Échelle 1-4,1 = Pas du tout vrai | 2 = À peine vrai | 3 = Modérément vrai | 4 = Tout à fait vrai,ALWAYS,NEVER,SELF_EFFICACY,0.85,GSE Item 10 (Schwarzer & Jerusalem 1995)
Q_ADH_25,Psycho-Adhérence,P5,PRIMARY,Je m'entraîne parce que d'autres personnes disent que je devrais.,Échelle 0-4,0 = Pas du tout vrai | 1 = Rarement vrai | 2 = Parfois vrai | 3 = Souvent vrai | 4 = Très souvent vrai,"IF Q_PROFIL_03 != ""Jamais / Irrégulier""","IF Q_PROFIL_03 = ""Jamais / Irrégulier""",MOTIVATION_PROFILE,0.75,BREQ-3 External Regulation (Markland & Tobin 2004)
Q_ADH_26,Psycho-Adhérence,P5,SECONDARY,Je me sens coupable quand je ne m'entraîne pas.,Échelle 0-4,0 = Pas du tout vrai | 1 = Rarement vrai | 2 = Parfois vrai | 3 = Souvent vrai | 4 = Très souvent vrai,"IF Q_PROFIL_03 != ""Jamais / Irrégulier""","IF Q_PROFIL_03 = ""Jamais / Irrégulier""",MOTIVATION_PROFILE,0.80,BREQ-3 Introjected Regulation (Markland & Tobin 2004)
Q_ADH_27,Psycho-Adhérence,P5,PRIMARY,Je valorise les bénéfices de l'exercice physique.,Échelle 0-4,0 = Pas du tout vrai | 1 = Rarement vrai | 2 = Parfois vrai | 3 = Souvent vrai | 4 = Très souvent vrai,"IF Q_PROFIL_03 != ""Jamais / Irrégulier""","IF Q_PROFIL_03 = ""Jamais / Irrégulier""",MOTIVATION_PROFILE,0.85,BREQ-3 Identified Regulation (Markland & Tobin 2004)
Q_ADH_28,Psycho-Adhérence,P5,PRIMARY,Je m'entraîne parce que c'est cohérent avec mes valeurs et mon style de vie.,Échelle 0-4,0 = Pas du tout vrai | 1 = Rarement vrai | 2 = Parfois vrai | 3 = Souvent vrai | 4 = Très souvent vrai,"IF Q_PROFIL_03 != ""Jamais / Irrégulier""","IF Q_PROFIL_03 = ""Jamais / Irrégulier""",MOTIVATION_PROFILE,0.90,BREQ-3 Integrated Regulation (Markland & Tobin 2004) - STRONGEST for adherence
Q_ADH_29,Psycho-Adhérence,P5,PRIMARY,Je m'entraîne parce que c'est agréable et amusant.,Échelle 0-4,0 = Pas du tout vrai | 1 = Rarement vrai | 2 = Parfois vrai | 3 = Souvent vrai | 4 = Très souvent vrai,"IF Q_PROFIL_03 != ""Jamais / Irrégulier""","IF Q_PROFIL_03 = ""Jamais / Irrégulier""",MOTIVATION_PROFILE,0.88,BREQ-3 Intrinsic Motivation (Markland & Tobin 2004)
Q_ADH_30,Psycho-Adhérence,P5,SECONDARY,Quelle est votre motivation PRINCIPALE actuelle pour votre transformation physique ?,Choix unique,Santé/bien-être | Performance physique | Apparence/esthétique | Pression sociale/autres | Bien-être mental | Défi personnel | Autre,ALWAYS,NEVER,MOTIVATION_PROFILE,0.82,Motivation types & adherence (Teixeira et al. 2012)
Q_ADH_31,Psycho-Adhérence,P5,SECONDARY,"Cette motivation est-elle plutôt ""approche"" (vers quelque chose de positif) ou ""évitement"" (fuite quelque chose de négatif) ?",Choix unique,Approche (atteindre objectif positif) | Évitement (fuir conséquence négative) | Mix des deux,ALWAYS,NEVER,MOTIVATION_PROFILE,0.80,Approach vs avoidance goals (Elliot & Church 1997)
Q_ADH_32,Psycho-Adhérence,P5,SECONDARY,"Sur une échelle de 1-10, à quel point êtes-vous motivé(e) ACTUELLEMENT pour votre objectif ?",Échelle 1-10,1 = Aucune motivation | 10 = Motivation maximale,ALWAYS,NEVER,MOTIVATION_LEVEL,0.85,Motivation intensity (Ryan & Deci 2000)
Q_ADH_53,Psycho-Adhérence,P5,SECONDARY,"Pensez-vous que vos résultats dépendent principalement de vos efforts ou de facteurs externes (génétique, chance...) ?",Échelle 1-10,1 = Totalement facteurs externes (génétique/chance) | 10 = Totalement mes efforts,ALWAYS,NEVER,LOCUS_OF_CONTROL,0.85,"Locus of control (Rotter 1966), Internal LOC → better adherence"
Q_ADH_54,Psycho-Adhérence,P5,SECONDARY,"Face à un échec/plateau, attribuez-vous cela à vous-même (efforts/stratégie) ou circonstances externes ?",Choix unique,Principalement moi (responsabilité personnelle) | Mix (moi + circonstances) | Principalement circonstances externes | Variable,ALWAYS,NEVER,LOCUS_OF_CONTROL,0.78,Attribution theory (Weiner 1985)
Q_ADH_55,Psycho-Adhérence,P5,SECONDARY,Pensez-vous avoir un contrôle réel sur votre poids/composition corporelle ?,Échelle 1-10,1 = Aucun contrôle (tout génétique) | 10 = Contrôle total,"IF Q_PROFIL_04 IN [""Perte de poids/graisse"",""Recomposition""]","IF Q_PROFIL_04 NOT IN [""Perte de poids/graisse"",""Recomposition""]",LOCUS_OF_CONTROL,0.82,Weight locus of control (Saltzer 1982)
Q_ADH_56,Psycho-Adhérence,P5,SECONDARY,"Croyez-vous que ""certaines personnes ont de la chance génétiquement"" et que vous n'en faites pas partie ?",Échelle 1-10,"1 = Non, tout le monde peut réussir avec efforts | 10 = Oui, génétique détermine tout",ALWAYS,NEVER,GENETIC_FATALISM,0.75,Genetic fatalism & adherence (Senior et al. 1999)
Q_ADH_57,Psycho-Adhérence,P5,SECONDARY,"Pensez-vous que votre métabolisme est ""cassé"" ou ""lent"" de manière irréversible ?",Échelle 1-10,"1 = Non, métabolisme fonctionnel adaptable | 10 = Oui, métabolisme cassé irréversible","IF Q_MET_26 >= ""2-3 fois""","IF Q_MET_26 IN [""Jamais"",""1 fois""]",METABOLIC_FATALISM,0.80,Metabolic fatalism barrier (Trexler et al. 2014)
