ID_Question,Dimension,Pattern(s),Rôle,Question,Type_Réponse,Options,Trigger_Condition,Skip_Condition,Root_Cause_Link,Impact_Score,Référence_Scientifique
Q_ADH_36,Psycho-Adhérence,P6,PRIMARY,Comment évalueriez-vous votre charge mentale/cognitive globale actuellement (travail + vie + transformation physique) ?,Échelle 1-10,"1 = Très faible, capacité mentale disponible | 10 = Surcharge totale, cerveau saturé",ALWAYS,NEVER,RC_ADH_01,0.88,Cognitive load theory (Sweller et al. 2011)
Q_ADH_37,Psycho-Adhérence,P6,SECONDARY,"Ressentez-vous une ""fatigue décisionnelle"" (difficulté prendre décisions même simples en fin journée) ?",Choix unique,Jamais | Rare | Fréquent (3-4x/sem) | Quotidien | Plusieurs fois/jour,ALWAYS,NEVER,RC_ADH_01,0.82,Decision fatigue (Baumeister & Tierney 2011)
Q_ADH_38,Psycho-Adhérence,P6,SECONDARY,"Combien de décisions actives votre programme actuel/passé nécessitait-il quotidiennement (quoi manger, quand training, macros...) ?",Numérique,Nombre décisions/jour (0-50),"IF Q_PROFIL_08 >= ""1-2""","IF Q_PROFIL_08 = ""0""",RC_ADH_01,0.85,Decision complexity & adherence (Schwartz 2004 - Paradox of Choice)
Q_ADH_39,Psycho-Adhérence,P6,SECONDARY,Préférez-vous avoir BEAUCOUP d'options/flexibilité ou routines simples/automatisées ?,Choix unique,Routines strictes automatisées (zéro décision) | Routines avec légère flexibilité | Flexibilité modérée | Grande flexibilité/variété,ALWAYS,NEVER,COGNITIVE_PREFERENCE,0.80,Routine vs variety preference (Lally et al. 2010)
Q_ADH_40,Psycho-Adhérence,P6,PRIMARY,Trouvez-vous qu'avoir à réfléchir constamment à votre nutrition/training est épuisant mentalement ?,Échelle 1-10,"1 = Non, agréable/stimulant | 10 = Oui, épuisant/écrasant",ALWAYS,NEVER,RC_ADH_01,0.88,Mental fatigue & dropout (Hagger et al. 2010)
Q_ADH_41,Psycho-Adhérence,P6,SECONDARY,"Aimez-vous tracker/mesurer vos données (calories, poids, performance...) ou trouvez-vous cela contraignant ?",Échelle 1-10,"1 = Déteste, très contraignant | 10 = Adore, motivant/utile",ALWAYS,NEVER,TRACKING_PREFERENCE,0.78,Self-monitoring & adherence (Burke et al. 2011)
Q_ADH_42,Psycho-Adhérence,P6,SECONDARY,Ressentez-vous une surcharge d'informations (trop de conseils contradictoires nutrition/training) ?,Échelle 1-10,"1 = Non, informations claires | 10 = Oui, totalement submergé/confus",ALWAYS,NEVER,INFORMATION_OVERLOAD,0.80,Information overload paralysis (Eppler & Mengis 2004)
Q_ADH_43,Psycho-Adhérence,P6,SECONDARY,"Avez-vous tendance à chercher constamment ""la meilleure méthode"" ou à sauter de programme en programme (shiny object syndrome) ?",Échelle 1-10,"1 = Non, stabilité/consistance | 10 = Oui, constamment à chercher mieux","IF Q_PROFIL_08 >= ""3-4""","IF Q_PROFIL_08 IN [""0"",""1-2""]",PROGRAM_HOPPING,0.85,Program hopping pattern (Dishman 1988)
Q_ADH_44,Psycho-Adhérence,P6,SECONDARY,Passez-vous beaucoup de temps à planifier/optimiser votre programme au détriment de l'exécution ?,Choix unique,"Non, j'exécute directement | Planning modéré puis action | Oui, planning excessif (paralysie analyse) | Très variable",ALWAYS,NEVER,ANALYSIS_PARALYSIS,0.78,Analysis paralysis (Schwartz 2004)
Q_ADH_45,Psycho-Adhérence,P6,SECONDARY,"Ressentez-vous un besoin de ""tout comprendre scientifiquement"" avant d'agir ou pouvez-vous faire confiance à un protocole simple ?",Choix unique,Confiance facile protocole simple | Préfère comprendre mais exécute | Besoin comprendre détails avant action | Besoin TOUT comprendre (paralysie),ALWAYS,NEVER,UNDERSTANDING_DEPENDENCY,0.75,Need for cognitive closure (Kruglanski & Webster 1996)
Q_ADH_58,Psycho-Adhérence,P6,PRIMARY,Je contrôle délibérément ma prise alimentaire pour ne pas prendre de poids.,Échelle 1-4,1 = Jamais | 2 = Rarement | 3 = Souvent | 4 = Presque toujours,ALWAYS,NEVER,EATING_BEHAVIOR,0.80,TFEQ-R18 Cognitive Restraint (Karlsson et al. 2000)
Q_ADH_59,Psycho-Adhérence,P6,SECONDARY,"Je me retrouve à manger quand je me sens seul(e), anxieux/anxieuse, ou déprimé(e).",Échelle 1-4,1 = Jamais | 2 = Rarement | 3 = Souvent | 4 = Presque toujours,ALWAYS,NEVER,EMOTIONAL_EATING,0.85,TFEQ-R18 Emotional Eating (Karlsson et al. 2000)
Q_ADH_60,Psycho-Adhérence,P6,PRIMARY,"Une fois que je commence à manger, j'ai du mal à m'arrêter (perte contrôle).",Échelle 1-4,1 = Jamais | 2 = Rarement | 3 = Souvent | 4 = Presque toujours,ALWAYS,NEVER,UNCONTROLLED_EATING,0.88,TFEQ-R18 Uncontrolled Eating (Karlsson et al. 2000)
Q_ADH_61,Psycho-Adhérence,P6,SECONDARY,"À quelle fréquence avez-vous des épisodes de ""binge eating"" (manger grande quantité avec sentiment perte contrôle) ?",Choix unique,Jamais | Rare (<1x/mois) | Occasionnel (1-3x/mois) | Fréquent (1x/semaine) | Très fréquent (plusieurs/semaine),ALWAYS,NEVER,BINGE_EATING,0.90,Binge eating disorder screening (Gormally et al. 1982)
Q_ADH_62,Psycho-Adhérence,P6,SECONDARY,"Utilisez-vous des comportements compensatoires après excès alimentaires (restriction sévère, exercice excessif, purge) ?",Choix multiple,Jamais | Restriction sévère lendemain | Exercice excessif compensatoire | Jeûne prolongé | Purge (vomissements) | Laxatifs/diurétiques | Préfère ne pas répondre,"IF Q_ADH_61 IN [""Occasionnel"",""Fréquent"",""Très fréquent""]","IF Q_ADH_61 NOT IN [""Occasionnel"",""Fréquent"",""Très fréquent""]",COMPENSATORY_BEHAVIORS,0.95,Compensatory behaviors screening (DSM-5 ED criteria)
Q_ADH_63,Psycho-Adhérence,P6,SECONDARY,Ressentez-vous une anxiété importante si vous ne pouvez pas contrôler/connaître exactement ce que vous mangez ?,Échelle 1-10,"1 = Aucune anxiété, flexibilité OK | 10 = Anxiété majeure, besoin contrôle absolu",ALWAYS,NEVER,ORTHOREXIA_SCREENING,0.82,Orthorexia tendencies (Bratman & Knight 2000)
Q_ADH_64,Psycho-Adhérence,P6,SECONDARY,"Évitez-vous des situations sociales (restaurants, fêtes...) à cause de contraintes alimentaires ?",Choix unique,"Jamais, vie sociale normale | Rare | Occasionnel | Fréquent | Systématique",ALWAYS,NEVER,SOCIAL_ISOLATION_FOOD,0.80,Social impairment orthorexia (Varga et al. 2013)
Q_ADH_65,Psycho-Adhérence,P6,SECONDARY,Passez-vous beaucoup de temps à penser à la nourriture/nutrition (>3h/jour) ?,Choix unique,Non (<30min/jour) | Modéré (30min-1h/jour) | Important (1-3h/jour) | Excessif (>3h/jour),ALWAYS,NEVER,FOOD_PREOCCUPATION,0.78,Food preoccupation ED marker (Fairburn & Beglin 1994)
